Price,Brand,Model,Year,Condition,Transmission,Fuel,Capacity,Mileage
"Rs 2,300,000",Chevrolet,Aveo,2009,Used,Manual,Petrol,"1,400 cc","92,000 km"
"Rs 7,475,000",Honda,Vezel,2017,Used,Automatic,Hybrid,"1,000 cc","63,000 km"
"Rs 2,290,000",Toyota,Corolla,1997,Used,Automatic,Diesel,"1,890 cc","245,000 km"
"Rs 2,690,000",Suzuki,Celerio,2014,Used,Automatic,Petrol,"1,000 cc","63,000 km"
"Rs 3,850,000",Toyota,Corolla,2003,Used,Automatic,Petrol,"1,500 cc","153,400 km"
"Rs 4,300,000",Toyota,Aqua,2014,Used,Automatic,Petrol,"1,490 cc","64,000 km"
"Rs 4,975,000",Toyota,Harrier,2004,Used,Tiptronic,Petrol,"3,000 cc","75,000 km"
"Rs 10,000,000",Toyota,Allion,2018,Reconditioned,Automatic,Petrol,"1,500 cc","35,000 km"
"Rs 2,800,000",Nissan,March,2007,Used,Automatic,Petrol,"1,300 cc","93,000 km"
"Rs 9,400,000",Toyota,Rush,2018,Used,Automatic,Petrol,"1,500 cc","34,000 km"
"Rs 3,225,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,650 cc,"73,200 km"
"Rs 4,695,000",Toyota,Vitz,2016,Used,Automatic,Petrol,990 cc,"49,000 km"
"Rs 5,300,000",Toyota,Aqua,2013,Reconditioned,Automatic,Petrol,"1,496 cc","47,600 km"
"Rs 775,000",Fiat,Punto,1997,Used,Manual,Petrol,"1,280 cc","125,000 km"
"Rs 12,500,000",BMW,520d,2012,Used,Automatic,Diesel,"2,000 cc","51,000 km"
"Rs 14,800,000",Peugeot,5008,2019,Used,Automatic,Petrol,"1,600 cc","56,000 km"
"Rs 14,000,000",Mercedes Benz,E300,2015,Used,Tiptronic,Diesel,"2,200 cc","45,000 km"
"Rs 16,500,000",Mercedes Benz,C200,2019,Used,Tiptronic,Petrol,"1,500 cc","20,000 km"
"Rs 3,600,000",Suzuki,SX4,2008,Used,Automatic,Petrol,"1,600 cc","117,000 km"
"Rs 4,850,000",Toyota,Prius,2013,Used,Automatic,Petrol,660 cc,"101,416 km"
"Rs 300,000",Mitsubishi,Lancer,1978,Used,Manual,Petrol,"1,200 cc","100,000 km"
"Rs 3,490,000",Suzuki,Wagon R Stingray,2016,Used,Automatic,Hybrid,660 cc,"64,500 km"
"Rs 4,450,000",Perodua,Bezza,2017,Used,Automatic,Petrol,"1,000 cc","12,500 km"
"Rs 1,850,000",Maruti Suzuki,Alto,2010,Used,Manual,Petrol,800 cc,"52,000 km"
"Rs 5,300,000",Toyota,Aqua,2013,Reconditioned,Automatic,Hybrid,"1,500 cc","47,600 km"
"Rs 4,250,000",Nissan,March,2010,Used,Automatic,Petrol,"1,200 cc","28,000 km"
"Rs 5,600,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","35,000 km"
"Rs 9,500,000",Mitsubishi,Outlander,2015,Used,Tiptronic,Petrol,"1,990 cc","110,000 km"
"Rs 9,250,000",Toyota,Raize,2020,New,Automatic,Petrol,"1,000 cc",0 km
"Rs 6,450,000",Toyota,Land Cruiser Prado,1997,Used,Manual,Diesel,"2,779 cc","306,881 km"
"Rs 25,000,000",BMW,X5,2016,New,Automatic,Petrol,"2,993 cc",500 km
"Rs 35,000,000",Toyota,Land Cruiser Prado,2015,Reconditioned,Manual,Diesel,"2,990 cc","80,000 km"
"Rs 4,600,000",Toyota,Aqua,2015,Used,Manual,Hybrid,"1,500 cc","200,000 km"
"Rs 2,350,000",Mitsubishi,RVR,2001,Used,Manual,Petrol,"1,990 cc","110,000 km"
"Rs 4,950,000",Honda,Fit,2014,Used,Automatic,Petrol,"1,000 cc","71,000 km"
"Rs 7,600,000",Honda,Vezel,2016,Used,Automatic,Petrol,"1,500 cc","50,000 km"
"Rs 2,575,000",Suzuki,A-Star,2011,Used,Automatic,Petrol,990 cc,"66,000 km"
"Rs 2,000,000",Toyota,Corona,1997,Used,Automatic,Diesel,"1,970 cc","300,000 km"
"Rs 9,995,000",Nissan,Qashqai,2018,Used,Automatic,Petrol,"1,200 cc","9,000 km"
"Rs 15,700,000",BMW,520d,2015,Used,Automatic,Diesel,"2,000 cc","70,000 km"
"Rs 950,000",Nissan,Sunny,1986,Used,Manual,Petrol,"1,300 cc","61,886 km"
"Rs 4,450,000",Toyota,Passo,2017,Used,Automatic,Petrol,"1,000 cc","20,000 km"
"Rs 6,500,000",Toyota,Vitz,2018,Used,Automatic,Petrol,"1,000 cc","4,500 km"
"Rs 2,400,000",Suzuki,Swift,2001,Used,Automatic,Petrol,"1,320 cc","161,000 km"
"Rs 5,395,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,490 cc","138,846 km"
"Rs 13,000,000",Mercedes Benz,E250,2013,Used,Automatic,Diesel,"2,200 cc","49,000 km"
"Rs 1,395,000",Suzuki,Maruti,2011,Used,Manual,Petrol,800 cc,"62,000 km"
"Rs 2,650,000",Nissan,Sunny,2004,Used,Automatic,Petrol,"1,600 cc","111,000 km"
"Rs 5,850,000",Mitsubishi,Pajero,1994,Used,Manual,Diesel,"2,800 cc","200,000 km"
"Rs 3,150,000",Toyota,Corolla,2004,Used,Manual,Petrol,"1,300 cc","210,000 km"
"Rs 3,270,000",Suzuki,Alto,2017,Used,Automatic,Petrol,650 cc,"66,000 km"
"Rs 7,150,000",Toyota,Crown,2008,Used,Automatic,Petrol,"3,500 cc","165,000 km"
"Rs 3,880,000",Suzuki,Spacia,2017,Used,Automatic,Hybrid,650 cc,"52,000 km"
"Rs 4,850,000",Toyota,Allion,2007,Used,Automatic,Petrol,"1,500 cc","111,000 km"
"Rs 3,690,000",Suzuki,Wagon R,2017,Used,Automatic,Petrol,650 cc,"42,000 km"
"Rs 18,500,000",Mitsubishi,Outlander,2017,New,Tiptronic,Petrol,"2,000 cc",20 km
"Rs 2,325,000",Suzuki,A-Star,2012,Used,Manual,Petrol,990 cc,"90,000 km"
"Rs 18,000,000",BMW,X3,2015,New,Tiptronic,Diesel,"2,000 cc",50 km
"Rs 13,900,000",BMW,520d,2015,Used,Tiptronic,Diesel,"2,000 cc","65,000 km"
"Rs 5,090,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","23,000 km"
"Rs 1,380,000",Toyota,Corona,1991,Used,Manual,Petrol,"1,500 cc","208,200 km"
"Rs 2,150,000",Toyota,Corsa,2002,Used,Automatic,Petrol,"1,500 cc","164,720 km"
"Rs 3,425,000",Suzuki,Wagon R Stingray,2015,Used,Automatic,Petrol,650 cc,"56,000 km"
"Rs 3,825,000",Nissan,Dayz,2017,Used,Automatic,Petrol,650 cc,"38,000 km"
"Rs 11,600,000",Mitsubishi,Montero,2010,Used,Automatic,Petrol,"3,000 cc","130,000 km"
"Rs 1,300,000",Nissan,Other Model,1983,Used,Manual,Diesel,"2,488 cc","104,448 km"
"Rs 1,715,000",Toyota,Carina,1995,Used,Manual,Petrol,"1,490 cc","132,900 km"
"Rs 2,300,000",Toyota,Sprinter,2000,Used,Manual,Petrol,"1,500 cc","157,000 km"
"Rs 2,350,000",Skoda,Superb,2002,Used,Manual,Petrol,"1,800 cc","187,000 km"
"Rs 3,650,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,660 cc,"50,290 km"
"Rs 4,100,000",Suzuki,Wagon R Stingray,2019,Used,Automatic,Petrol,"6,500 cc","16,000 km"
"Rs 2,350,000",Toyota,Corolla,1999,Used,Manual,Petrol,"1,500 cc","215,000 km"
"Rs 790,000",Toyota,Corolla,1987,Used,Manual,Petrol,"1,290 cc","256,000 km"
"Rs 1,825,000",Suzuki,Alto,2009,Used,Manual,Petrol,800 cc,"92,000 km"
"Rs 3,950,000",Daihatsu,Mira,2017,Used,Automatic,Petrol,660 cc,"25,000 km"
"Rs 2,300,000",Nissan,Leaf,2014,Used,Automatic,Electric,80 cc,"86,000 km"
"Rs 3,625,000",Toyota,Vitz,2008,Used,Automatic,Petrol,"1,000 cc","110,000 km"
"Rs 580,000",Nissan,Sunny,1985,Used,Manual,Petrol,"1,500 cc","212,373 km"
"Rs 2,475,000",Mitsubishi,4DR,1976,Used,Manual,Diesel,"2,500 cc","100,000 km"
"Rs 1,675,000",Micro,Panda,2011,Used,Manual,Petrol,"1,300 cc","84,000 km"
"Rs 4,950,000",Toyota,Aqua,2014,Used,Automatic,Hybrid,"1,490 cc","78,000 km"
"Rs 12,100,000",BMW,318i,2016,Used,Automatic,Petrol,"1,500 cc","38,000 km"
"Rs 6,500,000",Volkswagen,Jetta,2016,Used,Tiptronic,Petrol,"1,400 cc","57,000 km"
"Rs 4,900,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","18,300 km"
"Rs 12,750,000",Honda,CRV,2018,Used,Automatic,Petrol,"1,498 cc","25,200 km"
"Rs 20,500,000",Toyota,Land Cruiser Sahara,2008,Used,Automatic,Petrol,"4,700 cc","124,000 km"
"Rs 1,450,000",Nissan,AD Wagon,1995,Used,Manual,Petrol,"1,200 cc","75,000 km"
"Rs 1,475,000",Micro,Panda,2012,Used,Manual,Petrol,"1,300 cc","98,000 km"
"Rs 4,425,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,500 cc","82,000 km"
"Rs 950,000",Maruti Suzuki,800,2000,Used,Manual,Petrol,800 cc,"45,000 km"
"Rs 750,000",Peugeot,305,1987,Used,Manual,Petrol,"1,500 cc","100,000 km"
"Rs 2,990,000",Toyota,Passo,2007,Used,Automatic,Petrol,990 cc,"140,000 km"
"Rs 20,000,000",Toyota,Land Cruiser Sahara,2008,Used,Automatic,Petrol,"4,600 cc","80,000 km"
"Rs 8,350,000",Peugeot,2008,2017,Used,Automatic,Petrol,"1,200 cc","13,500 km"
"Rs 7,500,000",Kia,Sorento,2012,Used,Automatic,Diesel,"2,000 cc","98,000 km"
"Rs 5,300,000",Toyota,Allion,2003,Used,Automatic,Petrol,"1,500 cc","191,500 km"
"Rs 23,400,000",Toyota,Land Cruiser Prado,2015,Used,Automatic,Petrol,"2,700 cc","54,000 km"
"Rs 3,590,000",Suzuki,Wagon R FZ,2018,Used,Automatic,Petrol,650 cc,"59,000 km"
"Rs 13,200,000",Mitsubishi,L200,2020,Used,Automatic,Diesel,"2,500 cc","3,000 km"
"Rs 3,650,000",Mitsubishi,L200,2000,Used,Manual,Diesel,"2,500 cc","190,000 km"
"Rs 5,390,000",Hyundai,Tucson,2012,Used,Tiptronic,Diesel,"2,000 cc","122,000 km"
"Rs 7,025,000",Nissan,X-Trail,2015,Used,Automatic,Hybrid,"2,000 cc","26,000 km"
"Rs 4,575,000",Toyota,Axio,2014,Used,Automatic,Hybrid,"1,500 cc","87,000 km"
"Rs 650,000",Nissan,Sunny,1984,Used,Manual,Petrol,"1,500 cc","86,000 km"
"Rs 700,000",Toyota,Carina,1988,Used,Manual,Petrol,"1,480 cc","150,000 km"
"Rs 760,000",Nissan,Sunny,1984,Used,Manual,Petrol,"1,500 cc","200,000 km"
"Rs 3,800,000",Honda,Fit,2012,Used,Automatic,Hybrid,"1,330 cc","112,000 km"
"Rs 3,800,000",Suzuki,Swift,2011,Used,Automatic,Petrol,"1,400 cc","79,000 km"
"Rs 19,500,000",Mercedes Benz,E250,2014,Used,Tiptronic,Petrol,"2,000 cc","37,000 km"
"Rs 630,000",Mitsubishi,Lancer,1983,Used,Manual,Petrol,"1,800 cc","215,307 km"
"Rs 7,990,000",Toyota,CHR,2017,Used,Automatic,Petrol,"1,200 cc","30,000 km"
"Rs 3,675,000",Suzuki,Wagon R Stingray,2017,Used,Automatic,Hybrid,650 cc,"62,000 km"
"Rs 5,500,000",Toyota,Passo,2018,Reconditioned,Automatic,Petrol,990 cc,"12,650 km"
"Rs 3,000,000",Suzuki,Celerio,2015,Used,Automatic,Petrol,990 cc,"56,000 km"
"Rs 2,995,000",Suzuki,Celerio,2014,Used,Automatic,Petrol,"1,000 cc","50,000 km"
"Rs 4,695,000",Honda,Fit,2014,Used,Automatic,Hybrid,"1,490 cc","100,000 km"
"Rs 4,325,000",Toyota,Aqua,2014,Used,Automatic,Hybrid,"1,490 cc","85,000 km"
"Rs 325,000",Mitsubishi,Lancer,1978,Used,Manual,Petrol,"1,400 cc","500,000 km"
"Rs 4,095,000",Toyota,Vitz,2010,Used,Automatic,Petrol,"1,300 cc","131,000 km"
"Rs 380,000",Mitsubishi,Lancer,1976,Used,Manual,Petrol,"1,300 cc","170,000 km"
"Rs 1,150,000",Toyota,Corolla,1989,Used,Manual,Petrol,"1,300 cc","240,000 km"
"Rs 1,240,000",Maruti Suzuki,800,2006,Used,Manual,Petrol,800 cc,"77,000 km"
"Rs 2,350,000",Renault,KWID,2016,Used,Manual,Petrol,800 cc,"67,000 km"
"Rs 4,350,000",Toyota,Aqua,2014,Used,Automatic,Hybrid,"1,500 cc","89,000 km"
"Rs 750,000",Mitsubishi,Lancer,1989,Used,Manual,Petrol,"4,528 cc","83,456 km"
"Rs 2,475,000",Suzuki,A-Star,2012,Used,Manual,Petrol,998 cc,"89,000 km"
"Rs 3,490,000",Toyota,Prius,2009,Used,Automatic,Hybrid,"1,500 cc","230,000 km"
"Rs 3,445,000",Suzuki,Spacia,2018,Used,Automatic,Petrol,650 cc,"41,000 km"
"Rs 4,600,000",Suzuki,Spacia,2018,Used,Automatic,Petrol,650 cc,"58,450 km"
"Rs 3,650,000",Nissan,Sunny,2010,Used,Automatic,Petrol,"1,500 cc","113,000 km"
"Rs 2,575,000",Suzuki,Swift,2006,Used,Automatic,Petrol,"1,300 cc","100,000 km"
"Rs 850,000",Mitsubishi,Lancer,1978,Used,Manual,Petrol,"1,400 cc","180,000 km"
"Rs 3,450,000",Toyota,IST,2003,Used,Automatic,Petrol,"1,500 cc","108,000 km"
"Rs 4,250,000",Toyota,Allion,2002,Used,Automatic,Petrol,"1,500 cc","195,000 km"
"Rs 5,000,000",Mercedes Benz,E200,2003,Used,Tiptronic,Petrol,"1,800 cc","87,000 km"
"Rs 3,690,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,660 cc,"24,283 km"
"Rs 3,300,000",Suzuki,Alto,2016,Used,Tiptronic,Petrol,800 cc,"69,000 km"
"Rs 2,290,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"61,500 km"
"Rs 2,250,000",Honda,City,2001,Used,Automatic,Petrol,"1,500 cc","189,000 km"
"Rs 6,200,000",Toyota,Axio,2015,Used,Automatic,Petrol,"1,500 cc","143,000 km"
"Rs 8,675,000",Honda,Vezel,2018,Used,Automatic,Petrol,"1,500 cc","80,000 km"
"Rs 7,675,000",Toyota,Premio,2014,Used,Automatic,Petrol,"1,500 cc","74,523 km"
"Rs 3,570,000",Mazda,Axela,2007,Used,Automatic,Petrol,"1,500 cc","128,000 km"
"Rs 850,000",Mazda,Familia,1987,Used,Manual,Petrol,"1,320 cc","215,000 km"
"Rs 8,800,000",Toyota,Land Cruiser Prado,1997,Used,Automatic,Diesel,"3,000 cc","242,000 km"
"Rs 14,200,000",Mitsubishi,Montero,2013,Used,Tiptronic,Diesel,"3,000 cc","43,000 km"
"Rs 1,225,000",Nissan,Sunny,1986,Used,Manual,Petrol,"1,500 cc","135,680 km"
"Rs 3,625,000",Toyota,Vitz,2009,Used,Automatic,Petrol,"1,000 cc","146,000 km"
"Rs 3,790,000",Mercedes Benz,S320,1993,Used,Automatic,Diesel,"3,300 cc","113,000 km"
"Rs 2,950,000",Toyota,Hilux,1995,Used,Manual,Diesel,"2,770 cc","120,000 km"
"Rs 799,000",Mitsubishi,Lancer,1985,Used,Manual,Petrol,"1,500 cc","130,000 km"
"Rs 8,595,000",Honda,Vezel,2018,Used,Automatic,Hybrid,"1,500 cc","44,200 km"
"Rs 5,825,000",Honda,Vezel,2015,Used,Automatic,Hybrid,"1,500 cc","125,000 km"
"Rs 320,000",Nissan,Sunny,1984,Used,Manual,Petrol,"1,300 cc","254,000 km"
"Rs 810,000",Nissan,Sunny,1985,Used,Manual,Petrol,"1,500 cc","165,232 km"
"Rs 10,450,000",BMW,520d,2012,Used,Automatic,Diesel,"2,000 cc","54,000 km"
"Rs 2,175,000",Suzuki,Estilo,2010,Used,Manual,Petrol,"1,000 cc","134,000 km"
"Rs 3,590,000",Kia,Cerato,2010,Used,Tiptronic,Petrol,"1,500 cc","108,100 km"
"Rs 4,850,000",Toyota,Allion,2007,Used,Automatic,Petrol,"1,500 cc","138,000 km"
"Rs 4,000,000",Toyota,Allion,2004,Used,Automatic,Petrol,"1,500 cc","200,000 km"
"Rs 2,415,000",Nissan,Other Model,1999,Used,Automatic,Petrol,"1,500 cc","125,000 km"
"Rs 1,830,000",Suzuki,Alto,2010,Used,Manual,Petrol,800 cc,"148,560 km"
"Rs 5,800,000",Kia,Sportage,2011,Used,Automatic,Petrol,"2,000 cc","88,000 km"
"Rs 3,690,000",Toyota,Aqua,2012,Used,Automatic,Petrol,"1,500 cc","112,000 km"
"Rs 3,250,000",Nissan,Tiida,2008,Used,Automatic,Petrol,"1,500 cc","136,000 km"
"Rs 5,800,000",Mitsubishi,Pajero,1995,Used,Manual,Diesel,"2,800 cc","36,000 km"
"Rs 4,550,000",Toyota,Hilux,1996,Used,Manual,Diesel,"2,800 cc","216,000 km"
"Rs 15,700,000",Mercedes Benz,CLA 200,2019,Used,Automatic,Petrol,"1,500 cc","40,000 km"
"Rs 3,750,000",Toyota,Hilux,1990,Used,Automatic,Diesel,"2,770 cc","250,000 km"
"Rs 7,500,000",Honda,Vezel,2016,Used,Automatic,Hybrid,"1,300 cc","24,000 km"
"Rs 3,690,000",Toyota,Vitz,2009,Used,Automatic,Petrol,"1,000 cc","92,712 km"
"Rs 5,500,000",Mitsubishi,Lancer,2000,Used,Manual,Petrol,"2,000 cc","180,000 km"
"Rs 4,495,000",Toyota,Axio,2008,Used,Automatic,Petrol,"1,490 cc","115,331 km"
"Rs 4,575,000",Suzuki,Spacia,2017,Used,Automatic,Petrol,650 cc,"96,000 km"
"Rs 350,000",Nissan,Dutsun,1980,Used,Manual,Petrol,"1,200 cc","50,000 km"
"Rs 2,990,000",Maruti Suzuki,WagonR,2016,Used,Automatic,Petrol,998 cc,"27,406 km"
"Rs 3,700,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,660 cc,"50,000 km"
"Rs 2,495,000",Hyundai,Eon,2016,Used,Manual,Petrol,814 cc,"45,874 km"
"Rs 2,290,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"70,000 km"
"Rs 3,050,000",Nissan,Sunny,2006,Used,Automatic,Petrol,"1,600 cc","115,000 km"
"Rs 4,490,000",Daihatsu,Terios,2007,Used,Automatic,Petrol,"1,490 cc","98,768 km"
"Rs 4,350,000",Honda,Fit,2013,Used,Automatic,Petrol,"1,500 cc","71,000 km"
"Rs 2,420,000",Maruti Suzuki,WagonR,2012,Used,Manual,Petrol,998 cc,"98,768 km"
"Rs 5,125,000",Toyota,Prius,2014,Used,Automatic,Hybrid,"1,800 cc","92,000 km"
"Rs 26,500,000",BMW,740e,2017,Used,Automatic,Petrol,"2,000 cc","9,000 km"
"Rs 2,245,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"42,000 km"
"Rs 990,000",Nissan,Sunny,1986,Used,Manual,Petrol,"1,370 cc","220,000 km"
"Rs 4,570,000",Toyota,Vitz,2016,Used,Automatic,Petrol,"1,000 cc","40,000 km"
"Rs 1,330,000",Maruti Suzuki,800,2007,Used,Manual,Petrol,800 cc,"63,000 km"
"Rs 960,000",Mitsubishi,Lancer,1980,Used,Manual,Petrol,"1,500 cc","200,000 km"
"Rs 16,250,000",Toyota,Harrier,2017,Used,Automatic,Petrol,"2,000 cc","29,900 km"
"Rs 4,750,000",Honda,Fit Shuttle,2015,Used,Automatic,Hybrid,"1,330 cc","93,300 km"
"Rs 7,275,000",Toyota,Premio,2013,Used,Automatic,Petrol,"1,500 cc","132,000 km"
"Rs 3,650,000",Honda,Fit,2012,Used,Automatic,Petrol,"1,300 cc","79,000 km"
"Rs 7,000,000",Nissan,X-Trail,2015,Used,Automatic,Petrol,"2,000 cc","55,000 km"
"Rs 1,595,000",Micro,Panda,2013,Used,Manual,Petrol,"1,342 cc","125,000 km"
"Rs 3,390,000",Suzuki,Wagon R,2015,Used,Automatic,Petrol,650 cc,"44,000 km"
"Rs 9,300,000",Toyota,CHR,2019,Used,Automatic,Petrol,"1,200 cc","17,500 km"
"Rs 450,000",Nissan,Dutsun,1978,Used,Manual,Petrol,"1,200 cc","150,000 km"
"Rs 3,875,000",Nissan,X-Trail,2003,Used,Automatic,Petrol,"2,000 cc","124,123 km"
"Rs 1,595,000",Tata,Indica,2014,Used,Manual,Petrol,"1,200 cc","78,500 km"
"Rs 6,350,000",Toyota,Premio,2011,Used,Automatic,Petrol,"1,500 cc","82,000 km"
"Rs 1,800,000",Suzuki,Alto,2012,Used,Manual,Petrol,800 cc,"71,200 km"
"Rs 5,090,000",Toyota,Corolla,2011,Used,Automatic,Petrol,"1,600 cc","85,000 km"
"Rs 2,225,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"81,000 km"
"Rs 620,000",Toyota,Corolla,1990,Used,Manual,Petrol,"1,300 cc","300,000 km"
"Rs 4,250,000",Nissan,Bluebird,2011,Used,Automatic,Petrol,"1,500 cc","117,000 km"
"Rs 11,200,000",Mitsubishi,Eclipse Cross,2018,Used,Tiptronic,Petrol,"1,500 cc","29,750 km"
"Rs 30,500,000",BMW,740Le,2017,Used,Automatic,Petrol,"2,000 cc","25,300 km"
"Rs 3,850,000",Toyota,Carina,1999,Used,Automatic,Petrol,"1,500 cc","210,000 km"
"Rs 1,850,000",Morris,Minor,1971,Used,Automatic,Petrol,"1,098 cc","94,049 km"
"Rs 2,350,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"34,845 km"
"Rs 3,500,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","47,000 km"
"Rs 2,875,000",Nissan,Bluebird,2001,Used,Automatic,Petrol,"1,750 cc","115,200 km"
"Rs 1,050,000",Suzuki,Maruti,2000,Used,Manual,Petrol,796 cc,"75,000 km"
"Rs 2,775,000",Suzuki,Alto,2016,Used,Automatic,Petrol,"1,000 cc","41,041 km"
"Rs 3,450,000",Suzuki,Wagon R FX,2017,Used,Automatic,Petrol,660 cc,"62,000 km"
"Rs 9,350,000",Toyota,Premio,2017,Used,Automatic,Petrol,"1,500 cc","50,000 km"
"Rs 2,295,000",Suzuki,A-Star,2011,Used,Manual,Petrol,"1,000 cc","107,000 km"
"Rs 7,200,000",Toyota,Prius,2016,Used,Automatic,Petrol,"1,800 cc","130,000 km"
"Rs 1,990,000",Maruti Suzuki,Alto,2011,Used,Manual,Petrol,800 cc,"85,000 km"
"Rs 3,480,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","80,068 km"
"Rs 3,300,000",Toyota,Prius,2008,Used,Automatic,Hybrid,"1,500 cc","195,000 km"
"Rs 11,000,000",Land Rover,Range Rover,2003,Used,Automatic,Petrol,"4,400 cc","143,000 km"
"Rs 1,550,000",Toyota,Corona,1989,Used,Manual,Petrol,"1,500 cc","49,299 km"
"Rs 2,540,000",Suzuki,Swift,2008,Used,Manual,Petrol,"1,300 cc","110,000 km"
"Rs 7,400,000",Toyota,Premio,2013,Used,Automatic,Petrol,"1,500 cc","93,829 km"
"Rs 2,950,000",Mitsubishi,Pajero,1999,Used,Automatic,Petrol,"1,830 cc","126,000 km"
"Rs 4,050,000",Honda,Insight,2010,Used,Automatic,Petrol,"1,330 cc","151,000 km"
"Rs 3,050,000",Toyota,Vios,2004,Used,Automatic,Petrol,"1,500 cc","143,000 km"
"Rs 37,500,000",Land Rover,Range Rover Sport,2014,Used,Tiptronic,Petrol,"3,000 cc","51,000 km"
"Rs 3,750,000",Suzuki,Wagon R FX,2018,Used,Automatic,Petrol,658 cc,"18,456 km"
"Rs 9,125,000",Nissan,Juke,2020,Used,Tiptronic,Petrol,"1,000 cc","1,500 km"
"Rs 13,800,000",Honda,CRV,2018,Used,Automatic,Petrol,"1,500 cc","7,150 km"
"Rs 3,990,000",Nissan,Dayz,2020,Used,Automatic,Petrol,660 cc,"10,000 km"
"Rs 3,925,000",Daihatsu,Mira,2020,Used,Automatic,Petrol,660 cc,"24,000 km"
"Rs 3,875,000",Daihatsu,Mira,2018,Used,Automatic,Petrol,660 cc,"20,000 km"
"Rs 4,350,000",Toyota,Hilux,1993,Used,Automatic,Diesel,"2,800 cc","280,000 km"
"Rs 1,750,000",Micro,Panda,2015,Used,Manual,Petrol,"1,000 cc","40,000 km"
"Rs 5,555,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,490 cc","67,034 km"
"Rs 3,845,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","90,000 km"
"Rs 725,000",Toyota,Carina,1986,Used,Manual,Petrol,"1,500 cc","160,000 km"
"Rs 16,450,000",Mercedes Benz,C200,2019,Used,Automatic,Petrol,"1,500 cc","9,700 km"
"Rs 12,000,000",Toyota,Hilux,2016,Used,Tiptronic,Diesel,"2,800 cc","77,500 km"
"Rs 5,540,000",Honda,Vezel,2014,Used,Automatic,Hybrid,"1,500 cc","98,000 km"
"Rs 3,550,000",Toyota,Harrier,2000,Used,Automatic,Petrol,2 cc,"300,000 km"
"Rs 3,990,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","106,385 km"
"Rs 3,425,000",Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,650 cc,"42,000 km"
"Rs 4,390,000",Honda,Fit,2014,Used,Automatic,Hybrid,"1,500 cc","75,000 km"
"Rs 10,200,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","41,000 km"
"Rs 12,450,000",Mercedes Benz,CLA 180,2017,Used,Automatic,Petrol,"1,595 cc","30,000 km"
"Rs 6,200,000",Mitsubishi,Montero,2000,Used,Automatic,Petrol,"2,970 cc","142,000 km"
"Rs 5,890,000",Honda,Vezel,2014,Used,Automatic,Hybrid,"1,500 cc","68,150 km"
"Rs 2,040,000",Nissan,March,2001,Used,Automatic,Petrol,990 cc,"150,000 km"
"Rs 900,000",Tata,Nano,2012,Used,Manual,Petrol,650 cc,"140,000 km"
"Rs 11,800,000",Nissan,Patrol,2007,Used,Manual,Petrol,"4,200 cc","150,000 km"
"Rs 4,000,000",Honda,CRZ,2011,Used,Automatic,Hybrid,"1,500 cc","79,000 km"
"Rs 600,000",Mazda,Familia,1982,Used,Manual,Petrol,"1,300 cc","73,000 km"
"Rs 8,300,000",Mitsubishi,Outlander,2014,Used,Automatic,Petrol,"2,000 cc","84,000 km"
"Rs 4,500,000",Lexus,RX350,2000,Used,Automatic,Petrol,"3,000 cc","225,000 km"
"Rs 7,450,000",Toyota,Voxy,2014,Used,Automatic,Hybrid,"1,800 cc","94,000 km"
"Rs 4,550,000",Toyota,Passo,2017,Used,Automatic,Petrol,"1,000 cc","30,000 km"
"Rs 5,200,000",Toyota,Hilux,2010,Used,Manual,Diesel,"3,000 cc","75,000 km"
"Rs 5,000,000",Toyota,Axio,2013,Used,Automatic,Petrol,"1,500 cc","45,300 km"
"Rs 560,000",Nissan,Sunny,1989,Used,Manual,Petrol,"1,500 cc","95,000 km"
"Rs 3,250,000",Suzuki,Spacia,2016,Used,Automatic,Petrol,650 cc,"50,000 km"
"Rs 4,200,000",Toyota,Hilux,2010,Used,Manual,Diesel,"2,500 cc","137,000 km"
"Rs 4,300,000",Honda,Fit,2008,Used,Automatic,Petrol,"1,800 cc","90,000 km"
"Rs 6,100,000",Toyota,Hilux,2012,Used,Manual,Diesel,"2,500 cc","167,000 km"
